oga_id,catalogue_number,supplier,rrid,gene_name,availability_checked,evidence_quote,evidence_type,checked_how,checked_on,previous_verdict
1732,PA5-110799,Thermo Fisher Scientific,AB_2856210,DYRK1A,available,[11-12 Aug] Thermo: active Add to Cart button on DYRK1A Polyclonal PA5-110799 page,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1737,PA5-81963,Thermo Fisher Scientific,AB_2789124,HNRNPA2B1,available,[11-12 Aug] Thermo: active Add to Cart button with price information for hnRNP A2B1 PA5-81963,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1738,MW1-S,Developmental Studies Hybridoma Bank (DSHB),AB_528290,HTT,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1739,MW3-S,Developmental Studies Hybridoma Bank (DSHB),AB_528292,HTT,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1740,MW4-S,Developmental Studies Hybridoma Bank (DSHB),AB_528293,HTT,discontinued,[11-12 Aug] 404 page not found; site search for MW4 returns no product results,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1741,MW5-S,Developmental Studies Hybridoma Bank (DSHB),AB_528294,HTT,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1742,MW6-S,Developmental Studies Hybridoma Bank (DSHB),AB_528295,HTT,available,[11-12 Aug] In Stock; $50.00; Available: 1,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1743,MW7-S,Developmental Studies Hybridoma Bank (DSHB),AB_528296,HTT,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1744,MW8-S,Developmental Studies Hybridoma Bank (DSHB),AB_528297,HTT,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1755,PA5-36254,Thermo Fisher Scientific,AB_2553441,HNRNPH2,available,[11-12 Aug] Thermo: active Add to Cart button with pricing and quantity selector for hnRNP H2 PA5-36254,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1766,GTX134724,GeneTex,AB_2887332,CTSB,available,[11-12 Aug] Cathepsin B antibody Cat. No. GTX134724 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1770,GTX106208,GeneTex,AB_1950504,HNRNPA1,available,[11-12 Aug] hnRNP A1 antibody Cat. No. GTX106208 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1780,GTX132433,GeneTex,AB_2886646,HTT,available,[11-12 Aug] Huntingtin antibody - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1781,ab128879,abcam,AB_11144121,GBA1,available,[11-12 Aug] Price: Starts from $390,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1783,ab58802,abcam,AB_940824,CTSB,available,[11-12 Aug] Price: Starts from $820,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1788,ab270998,abcam,AB_3698245,CTSB,available,[11-12 Aug] Price: Starts from $405,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1789,ab125067,abcam,AB_10972167,CTSB,available,[11-12 Aug] Price: Starts from $395,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1793,4436,Cell Signaling Technology,AB_10545451,CAMK2D,available,[11-12 Aug] CaMKII (pan) (D11A10) Rabbit Monoclonal Antibody #4436; To Purchase # 4436; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1799,9304,Cell Signaling Technology,AB_10694208,HNRNPA2B1,discontinued,[11-12 Aug] hnRNP A2/B1 (2A2) Mouse Monoclonal Antibody #9304: This product is discontinued,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1808,GTX101267,GeneTex,AB_1950346,GBA1,available,[11-12 Aug] GBA antibody [C1C3] - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1809,GTX114073,GeneTex,AB_10620339,GBA1,available,[11-12 Aug] GBA antibody Cat. No. GTX114073 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1811,GTX127928,GeneTex,AB_2616069,HNRNPA2B1,available,[11-12 Aug] hnRNP A2B1 antibody Cat. No. GTX127928 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1812,GTX114475,GeneTex,AB_11165592,HNRNPA2B1,available,[11-12 Aug] hnRNP A2B1 antibody Cat. No. GTX114475 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1832,GTX118220,GeneTex,AB_10618954,SLIT2,available,[11-12 Aug] SLIT2 antibody - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1837,ab109115,abcam,AB_10863082,HTT,available,[11-12 Aug] Price: Starts from $455,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1841,MA5-47618,Thermo Fisher Scientific,AB_2942599,EPHX2,available,"[11-12 Aug] Thermo: active Add to Cart button with ""View price in cart"" for EPHX2 MA5-47618",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1854,CPTC-STING1-1,Developmental Studies Hybridoma Bank (DSHB),AB_3068346,STING1,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1870,NBP2-12446,Bio-Techne (Novus Biologicals),AB_2750946,NLRP3,available,[11-12 Aug] NBP2-12446SS 0.025 ml £215.00  11-13 Business Days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1882,NBP1-59645,Bio-Techne (Novus Biologicals),AB_11031095,ACSL5,available,[11-12 Aug] Arrives in 15 - 17 Business Days; 100 ul / £380.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1887,mAb 48 (asv 48),Developmental Studies Hybridoma Bank (DSHB),AB_2199314,SYT1,available,[11-12 Aug] In Stock; $50.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1888,mAB 30 (asv30),Developmental Studies Hybridoma Bank (DSHB),AB_2295002,SYT1,available,[11-12 Aug] In Stock; $50.00; Available: 1,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1894,ab17052,abcam,AB_443609,CAV1,available,[11-12 Aug] Price: Starts from $400,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1900,20235-1-AP,Proteintech,AB_2918065,NTN1,available,[11-12 Aug] NTN1-Specific Polyclonal antibody (20235-1-AP); £349/ 150 μL; Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1906,ARP59447_P050,Aviva Systems Biology,AB_10869736,SYT1,discontinued,[11-12 Aug] Availability: Discontinued,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
1907,ARP61021_P050,Aviva Systems Biology,AB_3073901,FLT1,available,[11-12 Aug] Availability: within 1-2 days delivery; sizes 25UL + $99.00 / 100ul + $399.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1909,13687-1-AP,Proteintech,AB_10644337,FLT1,available,"[11-12 Aug] VEGFR-1/FLT-1 Polyclonal antibody (13687-1-AP); £349/ 150 μL; In stock in Manchester, UK; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1913,27458-1-AP,Proteintech,AB_2923578,NLRP3,available,"[11-12 Aug] NLRP3 Polyclonal antibody (27458-1-AP); £349/ 150 μL; In stock in Manchester, UK.; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1921,68102-1-Ig,Proteintech,AB_2923634,NLRP3,available,"[11-12 Aug] NLRP3 Monoclonal antibody (68102-1-Ig); £349/ 150 μL; In stock in Manchester, UK.; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1923,ARP32797_T100,Aviva Systems Biology,AB_841676,SCD1,available,[11-12 Aug] Availability: within 1-2 days delivery; size dropdown 25UL / 100ul,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1924,ARP51843_P050,Aviva Systems Biology,AB_2045492,CSNK1A1,available,[11-12 Aug] Availability: within 1-2 days delivery; sizes 25UL + $99.00 / 100ul + $399.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1927,ARP47472_P050,Aviva Systems Biology,AB_1088480,TGM2,available,[11-12 Aug] Availability: within 1-2 days delivery; size dropdown 25UL / 100ul,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1930,ARP44500_P050,Aviva Systems Biology,AB_2046124,GPNMB,available,[11-12 Aug] Availability: within 1-2 days delivery; size dropdown 25UL / 100ul,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1942,NB100-527,Bio-Techne (Novus Biologicals),AB_10003274,FLT1,available,[11-12 Aug] NB100-527SS 0.025 ml £176.00  In Stock: 7-9 Business Days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1946,NBP2-03948,Bio-Techne (Novus Biologicals),AB_3076153,NLRP3,available,[11-12 Aug] In Stock - Arrives in 7 - 9 Business Days; 0.1 mg / £326.00,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1952,NBP3-11864,Bio-Techne (Novus Biologicals),AB_3076164,FLT1,available,[11-12 Aug] NBP3-11864-25ul £190.00  In Stock: 7-9 Business Days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1955,ABCD_AG854,ABCD Antibodies,AB_3076339,HTT,not_rechecked,[11-12 Aug] Anti-Huntingtin Antibody [ABCD_AG854] - £186.10 GBP - Shipping Quantity: 20µg - QUOTE OR DIRECT PAYMENT,,not re-checked on 30 Aug,2026-08-11,available
1956,ABCD_AG855,ABCD Antibodies,AB_3076340,HTT,not_rechecked,"[11-12 Aug] abcd-antibodies.com: ""SEARCH: 0 RESULTS FOUND FOR """"AG855""""""; ExPASy record only: ""Contact the Geneva Antibody Facility to assess production feasibility""",,not re-checked on 30 Aug,2026-08-11,unclear
1959,ABCD_AR148,ABCD Antibodies,AB_3076343,GBA1,not_rechecked,"[11-12 Aug] abcd-antibodies.com: ""No results found for """"AR148"""" ... 1 antibody sequences from the ABCD database match your search. Contact us to request custom production.""",,not re-checked on 30 Aug,2026-08-11,unclear
1960,ABCD_AR150,ABCD Antibodies,AB_3076344,GBA1,not_rechecked,"[11-12 Aug] abcd-antibodies.com: ""No results found for """"AR150"""" ... Contact us to request custom production.""",,not re-checked on 30 Aug,2026-08-11,unclear
1970,PA5-75757,Thermo Fisher Scientific,AB_2719485,SCD1,available,[11-12 Aug] Thermo: active Add to Cart button on SCD Polyclonal PA5-75757 - no discontinuation notice,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1973,PA5-98017,Thermo Fisher Scientific,AB_2812631,NTN1,available,[11-12 Aug] Thermo: active Add to Cart button in product purchase area for NTN1 PA5-98017,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1974,MA5-32045,Thermo Fisher Scientific,AB_2809339,FLT1,available,[11-12 Aug] Thermo: active Add to Cart button with pricing for VEGF Receptor 1 MA5-32045,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1975,MA5-34969,Thermo Fisher Scientific,AB_2848874,NLRP3,available,[11-12 Aug] Thermo: active Add to Cart button in purchase section for NLRP3 MA5-34969,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1976,MA5-32255,Thermo Fisher Scientific,AB_2809541,NLRP3,available,[11-12 Aug] Thermo: active Add to Cart button with pricing for NLRP3 MA5-32255,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
1990,2794,Cell Signaling Technology,AB_2183099,SCD1,available,[11-12 Aug] SCD1 (C12H5) Rabbit Monoclonal Antibody #2794; To Purchase # 2794 price table; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2002,ab421,abcam,AB_304372,TGM2,discontinued,[11-12 Aug] This product is discontinued. / Anti-Transglutaminase 2 antibody (AB421) is unavailable.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2020,A1885,ABclonal,AB_2763918,EPHX2,discontinued,[11-12 Aug] Catalog Number: A1885 - Discontinued,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2023,A19064,ABclonal,AB_2862557,HTT,available,[11-12 Aug] 1 results for A19064; Catalog No.: A19064 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2030,A21906,ABclonal,AB_3083447,NLRP3,available,[11-12 Aug] 1 results for A21906; Catalog No.: A21906 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2037,A3467,ABclonal,AB_2863066,SLIT2,available,[11-12 Aug] 1 results for A3467; Catalog No.: A3467 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2051,IPIab00000284,Institute for Protein Innovation (IPI),,NTN1,not_rechecked,[11-12 Aug] Addgene #241894 Anti-Netrin 1 [IPI-NTN1.43] Ordering: 241894-rAb  100 µg  $262  Add to Cart (recorded supplier_url),,not re-checked on 30 Aug,2026-08-11,available
2053,IPIab00000286,Institute for Protein Innovation (IPI),AB_3699144,NTN1,not_rechecked,[11-12 Aug] Same recorded URL resolves to Addgene #241894: Ordering 241894-rAb 100 µg $262 Add to Cart (IPI cat no. not shown on record),,not re-checked on 30 Aug,2026-08-11,available
2054,IPIab00000287,Institute for Protein Innovation (IPI),AB_3699145,NTN1,not_rechecked,[11-12 Aug] Same recorded URL resolves to Addgene #241894: Ordering 241894-rAb 100 µg $262 Add to Cart (IPI cat no. not shown on record),,not re-checked on 30 Aug,2026-08-11,available
2061,273003,Synaptic Systems,AB_2619999,RAB6A,not_rechecked,[11-12 Aug] Cat. No.: 273 003  Amount: 50 µg  Price: 350.00 €  Add to Cart,,not re-checked on 30 Aug,2026-08-11,available
2068,NBP2-88117,Bio-Techne (Novus Biologicals),AB_3086619,RAB6A,discontinued,[11-12 Aug] Availability: Product Discontinued (NBP2-88117),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2069,A0992,ABclonal,AB_2757511,SYT1,available,[11-12 Aug] 1 results for A0992; Catalog No.: A0992 - Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2074,11808-1-AP,Proteintech,AB_2173442,RAB10,available,"[11-12 Aug] RAB10 Polyclonal antibody (11808-1-AP); £349/ 150 μL; In stock in Manchester, UK.; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2076,20217-1-AP,Proteintech,AB_10805766,SLIT2,available,"[11-12 Aug] SLIT2-Specific Polyclonal antibody (20217-1-AP); £349/ 150 μL; In stock in Manchester, UK; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2077,27094-1-AP,Proteintech,AB_2880752,RAB10,available,"[11-12 Aug] RAB10 Polyclonal antibody (27094-1-AP); £349/ 150 μL; In stock in Manchester, UK.; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2078,28730-1-AP,Proteintech,AB_2935470,SLIT2,available,[11-12 Aug] SLIT2 Polyclonal antibody (28730-1-AP); £349/ 150 μL; Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2081,ab115284,abcam,AB_10864113,EPHX2,available,[11-12 Aug] Price: Starts from $630,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2086,NBP2-97111,Bio-Techne (Novus Biologicals),AB_3086771,RAB6A,discontinued,[11-12 Aug] Availability: Product Discontinued (NBP2-97111),,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2100,13837-1-AP,Proteintech,AB_3085425,SETX,available,"[11-12 Aug] SETX Polyclonal antibody (13837-1-AP); £349/ 150 μL; In stock in Manchester, UK; Add to Basket",,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2119,13158,Cell Signaling Technology,AB_2798134,NLRP3,available,[11-12 Aug] NLRP3 (D2P5E) Rabbit Monoclonal Antibody #13158; To Purchase # 13158; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
